state,lat,long,p_biden,group,p(biden)
Florida (29),30.366762161254883,-81.440216064453125,0.683,9,0.68
Florida (29),30.37249183654785,-81.42303466796875,0.683,9,0.68
Florida (29),30.389680862426758,-81.40010833740234,0.683,9,0.68
Florida (29),30.383953094482422,-81.38865661621094,0.683,9,0.68
Florida (29),30.320926666259766,-81.37146759033203,0.683,9,0.68
Florida (29),30.246440887451172,-81.36573791503906,0.683,9,0.68
Florida (29),30.189146041870117,-81.3542709350586,0.683,9,0.68
Florida (29),30.097475051879883,-81.33135986328125,0.683,9,0.68
Florida (29),29.9656925201416,-81.29125213623047,0.683,9,0.68
Florida (29),29.91985511779785,-81.27979278564453,0.683,9,0.68
Florida (29),29.879749298095703,-81.29125213623047,0.683,9,0.68
Florida (29),29.862560272216797,-81.2683334350586,0.683,9,0.68
Florida (29),29.833911895751953,-81.25114440917969,0.683,9,0.68
Florida (29),29.788076400756836,-81.25114440917969,0.683,9,0.68
Florida (29),29.725051879882813,-81.24541473388672,0.683,9,0.68
Florida (29),29.702133178710938,-81.23395538330078,0.683,9,0.68
Florida (29),29.690671920776367,-81.2110366821289,0.683,9,0.68
Florida (29),29.67348289489746,-81.19957733154297,0.683,9,0.68
Florida (29),29.644838333129883,-81.19957733154297,0.683,9,0.68
Florida (29),29.553163528442383,-81.15946960449219,0.683,9,0.68
Florida (29),29.432842254638672,-81.10790252685547,0.683,9,0.68
Florida (29),29.381275177001953,-81.0849838256836,0.683,9,0.68
Florida (29),29.358356475830078,-81.0849838256836,0.683,9,0.68
Florida (29),29.203659057617187,-80.9933090209961,0.683,9,0.68
Florida (29),29.163551330566406,-80.97039794921875,0.683,9,0.68
Florida (29),29.117713928222656,-80.95893859863281,0.683,9,0.68
Florida (29),29.0604190826416,-80.95893859863281,0.683,9,0.68
Florida (29),29.054689407348633,-80.94747161865234,0.683,9,0.68
Florida (29),29.054689407348633,-80.93029022216797,0.683,9,0.68
Florida (29),29.043231964111328,-80.9073715209961,0.683,9,0.68
Florida (29),29.01458168029785,-80.9016342163086,0.683,9,0.68
Florida (29),28.9687442779541,-80.9016342163086,0.683,9,0.68
Florida (29),28.894262313842773,-80.855804443359375,0.683,9,0.68
Florida (29),28.808317184448242,-80.78704833984375,0.683,9,0.68
Florida (29),28.762479782104492,-80.7583999633789,0.683,9,0.68
Florida (29),28.745290756225586,-80.764129638671875,0.683,9,0.68
Florida (29),28.745290756225586,-80.78131866455078,0.683,9,0.68
Florida (29),28.785398483276367,-80.82715606689453,0.683,9,0.68
Florida (29),28.785398483276367,-80.84434509277344,0.683,9,0.68
Florida (29),28.773941040039063,-80.8500747680664,0.683,9,0.68
Florida (29),28.65361976623535,-80.8156967163086,0.683,9,0.68
Florida (29),28.53329849243164,-80.78131866455078,0.683,9,0.68
Florida (29),28.33849334716797,-80.718292236328125,0.683,9,0.68
Florida (29),28.16660499572754,-80.64381408691406,0.683,9,0.68
Florida (29),28.069202423095703,-80.59224700927734,0.683,9,0.68
Florida (29),27.925962448120117,-80.52349090576172,0.683,9,0.68
Florida (29),27.851478576660156,-80.47765350341797,0.683,9,0.68
Florida (29),27.79418182373047,-80.44327545166016,0.683,9,0.68
Florida (29),27.719697952270508,-80.41462707519531,0.683,9,0.68
Florida (29),27.650943756103516,-80.3802490234375,0.683,9,0.68
Florida (29),27.610836029052734,-80.357330322265625,0.683,9,0.68
Florida (29),27.54781150817871,-80.33441162109375,0.683,9,0.68
Florida (29),27.50770378112793,-80.32868194580078,0.683,9,0.68
Florida (29),27.46759796142578,-80.32868194580078,0.683,9,0.68
Florida (29),27.43321990966797,-80.311492919921875,0.683,9,0.68
Florida (29),27.35300636291504,-80.2713851928711,0.683,9,0.68
Florida (29),27.29570960998535,-80.24274444580078,0.683,9,0.68
Florida (29),27.25560188293457,-80.2140884399414,0.683,9,0.68
Florida (29),27.198307037353516,-80.19690704345703,0.683,9,0.68
Florida (29),27.169658660888672,-80.20835876464844,0.683,9,0.68
Florida (29),27.152469635009766,-80.20835876464844,0.683,9,0.68
Florida (29),27.141010284423828,-80.1797103881836,0.683,9,0.68
Florida (29),27.13528060913086,-80.15106964111328,0.683,9,0.68
Florida (29),27.118093490600586,-80.13387298583984,0.683,9,0.68
Florida (29),27.077985763549805,-80.11669158935547,0.683,9,0.68
Florida (29),27.01496124267578,-80.0937728881836,0.683,9,0.68
Florida (29),26.957664489746094,-80.082305908203125,0.683,9,0.68
Florida (29),26.911828994750977,-80.07085418701172,0.683,9,0.68
Florida (29),26.831613540649414,-80.05366516113281,0.683,9,0.68
Florida (29),26.76285743713379,-80.04793548583984,0.683,9,0.68
Florida (29),26.68264389038086,-80.04219818115234,0.683,9,0.68
Florida (29),26.6081600189209,-80.04793548583984,0.683,9,0.68
Florida (29),26.51648712158203,-80.05939483642578,0.683,9,0.68
Florida (29),26.40189552307129,-80.07658386230469,0.683,9,0.68
Florida (29),26.31595230102539,-80.0880355834961,0.683,9,0.68
Florida (29),26.281574249267578,-80.0880355834961,0.683,9,0.68
Florida (29),26.166982650756836,-80.09950256347656,0.683,9,0.68
Florida (29),26.12114715576172,-80.1109619140625,0.683,9,0.68
Florida (29),26.092496871948242,-80.1224136352539,0.683,9,0.68
Florida (29),26.052391052246094,-80.128143310546875,0.683,9,0.68
Florida (29),26.006555557250977,-80.128143310546875,0.683,9,0.68
Florida (29),25.960718154907227,-80.13387298583984,0.683,9,0.68
Florida (29),25.903423309326172,-80.13961029052734,0.683,9,0.68
Florida (29),25.851856231689453,-80.128143310546875,0.683,9,0.68
Florida (29),25.81747817993164,-80.128143310546875,0.683,9,0.68
Florida (29),25.794559478759766,-80.128143310546875,0.683,9,0.68
Florida (29),25.783100128173828,-80.13387298583984,0.683,9,0.68
Florida (29),25.77737045288086,-80.14533996582031,0.683,9,0.68
Florida (29),25.783100128173828,-80.16252136230469,0.683,9,0.68
Florida (29),25.800289154052734,-80.16825103759766,0.683,9,0.68
Florida (29),25.82320785522461,-80.16825103759766,0.683,9,0.68
Florida (29),25.857585906982422,-80.16252136230469,0.683,9,0.68
Florida (29),25.857585906982422,-80.173980712890625,0.683,9,0.68
Florida (29),25.851856231689453,-80.1854476928711,0.683,9,0.68
Florida (29),25.834667205810547,-80.19690704345703,0.683,9,0.68
Florida (29),25.788829803466797,-80.20262908935547,0.683,9,0.68
Florida (29),25.754451751708984,-80.20835876464844,0.683,9,0.68
Florida (29),25.73726463317871,-80.219818115234375,0.683,9,0.68
Florida (29),25.720075607299805,-80.25419616699219,0.683,9,0.68
Florida (29),25.69715690612793,-80.265655517578125,0.683,9,0.68
Florida (29),25.639860153198242,-80.2771224975586,0.683,9,0.68
Florida (29),25.628400802612305,-80.30003356933594,0.683,9,0.68
Florida (29),25.616943359375,-80.311492919921875,0.683,9,0.68
Florida (29),25.599754333496094,-80.32295989990234,0.683,9,0.68
Florida (29),25.565378189086914,-80.32295989990234,0.683,9,0.68
Florida (29),25.548187255859375,-80.32295989990234,0.683,9,0.68
Florida (29),25.5252685546875,-80.33441162109375,0.683,9,0.68
Florida (29),25.49662208557129,-80.35160064697266,0.683,9,0.68
Florida (29),25.46224594116211,-80.357330322265625,0.683,9,0.68
Florida (29),25.422136306762695,-80.34587097167969,0.683,9,0.68
Florida (29),25.393489837646484,-80.32868194580078,0.683,9,0.68
Florida (29),25.37057113647461,-80.32868194580078,0.683,9,0.68
Florida (29),25.353382110595703,-80.33441162109375,0.683,9,0.68
Florida (29),25.330463409423828,-80.38597869873047,0.683,9,0.68
Florida (29),25.301815032958984,-80.39170837402344,0.683,9,0.68
Florida (29),25.290355682373047,-80.403167724609375,0.683,9,0.68
Florida (29),25.273168563842773,-80.42608642578125,0.683,9,0.68
Florida (29),25.23879051208496,-80.43754577636719,0.683,9,0.68
Florida (29),25.221601486206055,-80.44327545166016,0.683,9,0.68
Florida (29),25.233060836791992,-80.471923828125,0.683,9,0.68
Florida (29),25.227331161499023,-80.4891128540039,0.683,9,0.68
Florida (29),25.20441436767578,-80.50057220458984,0.683,9,0.68
Florida (29),25.20441436767578,-80.51776123046875,0.683,9,0.68
Florida (29),25.233060836791992,-80.55786895751953,0.683,9,0.68
Florida (29),25.23879051208496,-80.58650970458984,0.683,9,0.68
Florida (29),25.233060836791992,-80.59797668457031,0.683,9,0.68
Florida (29),25.20441436767578,-80.59224700927734,0.683,9,0.68
Florida (29),25.192955017089844,-80.60943603515625,0.683,9,0.68
Florida (29),25.192955017089844,-80.6323471069336,0.683,9,0.68
Florida (29),25.181495666503906,-80.67818450927734,0.683,9,0.68
Florida (29),25.15857696533203,-80.71256256103516,0.683,9,0.68
Florida (29),25.15857696533203,-80.79277801513672,0.683,9,0.68
Florida (29),25.175764083862305,-80.82715606689453,0.683,9,0.68
Florida (29),25.181495666503906,-80.8500747680664,0.683,9,0.68
Florida (29),25.181495666503906,-80.89591217041016,0.683,9,0.68
Florida (29),25.147117614746094,-80.94747161865234,0.683,9,0.68
Florida (29),25.141387939453125,-80.96466827392578,0.683,9,0.68
Florida (29),25.135658264160156,-80.9933090209961,0.683,9,0.68
Florida (29),25.141387939453125,-81.04488372802734,0.683,9,0.68
Florida (29),25.129928588867188,-81.0849838256836,0.683,9,0.68
Florida (29),25.135658264160156,-81.10790252685547,0.683,9,0.68
Florida (29),25.15857696533203,-81.13082122802734,0.683,9,0.68
Florida (29),25.20441436767578,-81.16519927978516,0.683,9,0.68
Florida (29),25.23879051208496,-81.1766586303711,0.683,9,0.68
Florida (29),25.267438888549805,-81.1823959350586,0.683,9,0.68
Florida (29),25.301815032958984,-81.1766586303711,0.683,9,0.68
Florida (29),25.319005966186523,-81.16519927978516,0.683,9,0.68
Florida (29),25.32473373413086,-81.14228820800781,0.683,9,0.68
Florida (29),25.319005966186523,-81.1193618774414,0.683,9,0.68
Florida (29),25.301815032958984,-81.10218048095703,0.683,9,0.68
Florida (29),25.273168563842773,-81.079254150390625,0.683,9,0.68
Florida (29),25.24452018737793,-81.05061340332031,0.683,9,0.68
Florida (29),25.233060836791992,-81.02196502685547,0.683,9,0.68
Florida (29),25.221601486206055,-80.9933090209961,0.683,9,0.68
Florida (29),25.233060836791992,-80.95893859863281,0.683,9,0.68
Florida (29),25.24452018737793,-80.93601989746094,0.683,9,0.68
Florida (29),25.255979537963867,-80.924560546875,0.683,9,0.68
Florida (29),25.27889633178711,-80.93029022216797,0.683,9,0.68
Florida (29),25.29608726501465,-80.924560546875,0.683,9,0.68
Florida (29),25.313274383544922,-80.91883087158203,0.683,9,0.68
Florida (29),25.32473373413086,-80.91883087158203,0.683,9,0.68
Florida (29),25.330463409423828,-80.93029022216797,0.683,9,0.68
Florida (29),25.32473373413086,-80.96466827392578,0.683,9,0.68
Florida (29),25.32473373413086,-80.98185729980469,0.683,9,0.68
Florida (29),25.330463409423828,-80.987579345703125,0.683,9,0.68
Florida (29),25.353382110595703,-80.9990463256836,0.683,9,0.68
Florida (29),25.359111785888672,-81.0162353515625,0.683,9,0.68
Florida (29),25.359111785888672,-81.02196502685547,0.683,9,0.68
Florida (29),25.382030487060547,-81.06207275390625,0.683,9,0.68
Florida (29),25.382030487060547,-81.07352447509766,0.683,9,0.68
Florida (29),25.376300811767578,-81.10218048095703,0.683,9,0.68
Florida (29),25.382030487060547,-81.11363220214844,0.683,9,0.68
Florida (29),25.399219512939453,-81.15373992919922,0.683,9,0.68
Florida (29),25.422136306762695,-81.170928955078125,0.683,9,0.68
Florida (29),25.473703384399414,-81.1766586303711,0.683,9,0.68
Florida (29),25.49089241027832,-81.19384765625,0.683,9,0.68
Florida (29),25.513811111450195,-81.216766357421875,0.683,9,0.68
Florida (29),25.5252685546875,-81.22249603271484,0.683,9,0.68
Florida (29),25.548187255859375,-81.2110366821289,0.683,9,0.68
Florida (29),25.559646606445313,-81.216766357421875,0.683,9,0.68
Florida (29),25.57110595703125,-81.24541473388672,0.683,9,0.68
Florida (29),25.588294982910156,-81.25114440917969,0.683,9,0.68
Florida (29),25.65705108642578,-81.2855224609375,0.683,9,0.68
Florida (29),25.685697555541992,-81.31417083740234,0.683,9,0.68
Florida (29),25.7028865814209,-81.33135986328125,0.683,9,0.68
Florida (29),25.765911102294922,-81.3600082397461,0.683,9,0.68
Florida (29),25.800289154052734,-81.38292694091797,0.683,9,0.68
Florida (29),25.828937530517578,-81.41157531738281,0.683,9,0.68
Florida (29),25.86331558227539,-81.46314239501953,0.683,9,0.68
Florida (29),25.880504608154297,-81.50325012207031,0.683,9,0.68
Florida (29),25.886232376098633,-81.52616119384766,0.683,9,0.68
Florida (29),25.909151077270508,-81.5433578491211,0.683,9,0.68
Florida (29),25.909151077270508,-81.56626892089844,0.683,9,0.68
Florida (29),25.89769172668457,-81.577728271484375,0.683,9,0.68
Florida (29),25.91488265991211,-81.61210632324219,0.683,9,0.68
Florida (29),25.909151077270508,-81.6350326538086,0.683,9,0.68
Florida (29),25.91488265991211,-81.65221405029297,0.683,9,0.68
Florida (29),25.920610427856445,-81.67513275146484,0.683,9,0.68
Florida (29),25.91488265991211,-81.69232177734375,0.683,9,0.68
Florida (29),25.91488265991211,-81.70951080322266,0.683,9,0.68
Florida (29),25.920610427856445,-81.7209701538086,0.683,9,0.68
Florida (29),25.93779945373535,-81.74961853027344,0.683,9,0.68
Florida (29),26.000823974609375,-81.78399658203125,0.683,9,0.68
Florida (29),26.132604598999023,-81.82410430908203,0.683,9,0.68
Florida (29),26.235736846923828,-81.8470230102539,0.683,9,0.68
Florida (29),26.293033599853516,-81.85274505615234,0.683,9,0.68
Florida (29),26.327411651611328,-81.85274505615234,0.683,9,0.68
Florida (29),26.373247146606445,-81.85274505615234,0.683,9,0.68
Florida (29),26.39616584777832,-81.85274505615234,0.683,9,0.68
Florida (29),26.413354873657227,-81.87567138671875,0.683,9,0.68
Florida (29),26.4305419921875,-81.87567138671875,0.683,9,0.68
Florida (29),26.453460693359375,-81.87567138671875,0.683,9,0.68
Florida (29),26.453460693359375,-81.88713073730469,0.683,9,0.68
Florida (29),26.442001342773438,-81.91577911376953,0.683,9,0.68
Florida (29),26.44773292541504,-81.9329605102539,0.683,9,0.68
Florida (29),26.487838745117188,-81.96734619140625,0.683,9,0.68
Florida (29),26.487838745117188,-81.9902572631836,0.683,9,0.68
Florida (29),26.510757446289063,-82.00745391845703,0.683,9,0.68
Florida (29),26.522216796875,-82.00745391845703,0.683,9,0.68
Florida (29),26.539405822753906,-81.984527587890625,0.683,9,0.68
Florida (29),26.550865173339844,-81.9902572631836,0.683,9,0.68
Florida (29),26.550865173339844,-82.01890563964844,0.683,9,0.68
Florida (29),26.550865173339844,-82.04756164550781,0.683,9,0.68
Florida (29),26.56232452392578,-82.05901336669922,0.683,9,0.68
Florida (29),26.585241317749023,-82.06474304199219,0.683,9,0.68
Florida (29),26.625349044799805,-82.06474304199219,0.683,9,0.68
Florida (29),26.648265838623047,-82.076202392578125,0.683,9,0.68
Florida (29),26.665456771850586,-82.09339904785156,0.683,9,0.68
Florida (29),26.688373565673828,-82.09912109375,0.683,9,0.68
Florida (29),26.734210968017578,-82.09339904785156,0.683,9,0.68
Florida (29),26.76285743713379,-82.0819320678711,0.683,9,0.68
Florida (29),26.7972354888916,-82.06474304199219,0.683,9,0.68
Florida (29),26.860261917114258,-82.076202392578125,0.683,9,0.68
Florida (29),26.8889102935791,-82.09339904785156,0.683,9,0.68
Florida (29),26.911828994750977,-82.11058044433594,0.683,9,0.68
Florida (29),26.923288345336914,-82.10485076904297,0.683,9,0.68
Florida (29),26.93474578857422,-82.09339904785156,0.683,9,0.68
Florida (29),26.946205139160156,-82.04756164550781,0.683,9,0.68
Florida (29),26.957664489746094,-82.03609466552734,0.683,9,0.68
Florida (29),26.974853515625,-82.03609466552734,0.683,9,0.68
Florida (29),26.98058319091797,-82.04756164550781,0.683,9,0.68
Florida (29),26.96912384033203,-82.076202392578125,0.683,9,0.68
Florida (29),26.963394165039063,-82.09912109375,0.683,9,0.68
Florida (29),26.963394165039063,-82.1163101196289,0.683,9,0.68
Florida (29),26.963394165039063,-82.12776947021484,0.683,9,0.68
Florida (29),26.963394165039063,-82.15068817138672,0.683,9,0.68
Florida (29),26.957664489746094,-82.167877197265625,0.683,9,0.68
Florida (29),26.997770309448242,-82.23663330078125,0.683,9,0.68
Florida (29),27.003501892089844,-82.25382232666016,0.683,9,0.68
Florida (29),26.997770309448242,-82.259552001953125,0.683,9,0.68
Florida (29),26.974853515625,-82.259552001953125,0.683,9,0.68
Florida (29),26.957664489746094,-82.24236297607422,0.683,9,0.68
Florida (29),26.8831787109375,-82.1736068725586,0.683,9,0.68
Florida (29),26.85453224182129,-82.16214752197266,0.683,9,0.68
Florida (29),26.820154190063477,-82.16214752197266,0.683,9,0.68
Florida (29),26.814424514770508,-82.1736068725586,0.683,9,0.68
Florida (29),26.820154190063477,-82.20225524902344,0.683,9,0.68
Florida (29),26.825883865356445,-82.213714599609375,0.683,9,0.68
Florida (29),26.825883865356445,-82.23663330078125,0.683,9,0.68
Florida (29),26.820154190063477,-82.24809265136719,0.683,9,0.68
Florida (29),26.84307289123535,-82.26527404785156,0.683,9,0.68
Florida (29),26.837343215942383,-82.282470703125,0.683,9,0.68
Florida (29),26.85453224182129,-82.29393005371094,0.683,9,0.68
Florida (29),26.894638061523438,-82.33403778076172,0.683,9,0.68
Florida (29),26.940475463867188,-82.345489501953125,0.683,9,0.68
Florida (29),26.951934814453125,-82.36268615722656,0.683,9,0.68
Florida (29),26.96912384033203,-82.3855972290039,0.683,9,0.68
Florida (29),26.997770309448242,-82.40852355957031,0.683,9,0.68
Florida (29),27.032148361206055,-82.42570495605469,0.683,9,0.68
Florida (29),27.077985763549805,-82.46581268310547,0.683,9,0.68
Florida (29),27.100902557373047,-82.4772720336914,0.683,9,0.68
Florida (29),27.118093490600586,-82.4772720336914,0.683,9,0.68
Florida (29),27.152469635009766,-82.47154235839844,0.683,9,0.68
Florida (29),27.18111801147461,-82.483001708984375,0.683,9,0.68
Florida (29),27.226953506469727,-82.51737976074219,0.683,9,0.68
Florida (29),27.30143928527832,-82.54603576660156,0.683,9,0.68
Florida (29),27.347274780273438,-82.56321716308594,0.683,9,0.68
Florida (29),27.38738250732422,-82.56321716308594,0.683,9,0.68
Florida (29),27.410301208496094,-82.5689468383789,0.683,9,0.68
Florida (29),27.43321990966797,-82.60332489013672,0.683,9,0.68
Florida (29),27.450407028198242,-82.6262435913086,0.683,9,0.68
Florida (29),27.46186637878418,-82.67207336425781,0.683,9,0.68
Florida (29),27.473325729370117,-82.67781066894531,0.683,9,0.68
Florida (29),27.5134334564209,-82.666351318359375,0.683,9,0.68
Florida (29),27.530622482299805,-82.6606216430664,0.683,9,0.68
Florida (29),27.530622482299805,-82.65489196777344,0.683,9,0.68
Florida (29),27.530622482299805,-82.63197326660156,0.683,9,0.68
Florida (29),27.524892807006836,-82.58613586425781,0.683,9,0.68
Florida (29),27.536352157592773,-82.58040618896484,0.683,9,0.68
Florida (29),27.576457977294922,-82.58613586425781,0.683,9,0.68
Florida (29),27.582189559936523,-82.59186553955078,0.683,9,0.68
Florida (29),27.593647003173828,-82.59759521484375,0.683,9,0.68
Florida (29),27.605106353759766,-82.59186553955078,0.683,9,0.68
Florida (29),27.622295379638672,-82.5689468383789,0.683,9,0.68
Florida (29),27.645212173461914,-82.56321716308594,0.683,9,0.68
Florida (29),27.65667152404785,-82.56321716308594,0.683,9,0.68
Florida (29),27.66813087463379,-82.55748748779297,0.683,9,0.68
Florida (29),27.67386245727539,-82.54029846191406,0.683,9,0.68
Florida (29),27.685321807861328,-82.51737976074219,0.683,9,0.68
Florida (29),27.7025089263916,-82.50019836425781,0.683,9,0.68
Florida (29),27.71396827697754,-82.4772720336914,0.683,9,0.68
Florida (29),27.725427627563477,-82.47154235839844,0.683,9,0.68
Florida (29),27.74834442138672,-82.4772720336914,0.683,9,0.68
Florida (29),27.759803771972656,-82.4772720336914,0.683,9,0.68
Florida (29),27.771263122558594,-82.46581268310547,0.683,9,0.68
Florida (29),27.78272247314453,-82.43143463134766,0.683,9,0.68
Florida (29),27.845748901367188,-82.3855972290039,0.683,9,0.68
Florida (29),27.862937927246094,-82.391326904296875,0.683,9,0.68
Florida (29),27.87439727783203,-82.39705657958984,0.683,9,0.68
Florida (29),27.88585662841797,-82.40852355957031,0.683,9,0.68
Florida (29),27.91450309753418,-82.41425323486328,0.683,9,0.68
Florida (29),27.943151473999023,-82.40852355957031,0.683,9,0.68
Florida (29),27.948881149291992,-82.43143463134766,0.683,9,0.68
Florida (29),27.96034049987793,-82.437164306640625,0.683,9,0.68
Florida (29),27.96034049987793,-82.44862365722656,0.683,9,0.68
Florida (29),27.95461082458496,-82.46009063720703,0.683,9,0.68
Florida (29),27.93169403076172,-82.46581268310547,0.683,9,0.68
Florida (29),27.908775329589844,-82.483001708984375,0.683,9,0.68
Florida (29),27.868667602539063,-82.4772720336914,0.683,9,0.68
Florida (29),27.851478576660156,-82.483001708984375,0.683,9,0.68
Florida (29),27.84001922607422,-82.49446105957031,0.683,9,0.68
Florida (29),27.845748901367188,-82.51165008544922,0.683,9,0.68
Florida (29),27.851478576660156,-82.52310943603516,0.683,9,0.68
Florida (29),27.87439727783203,-82.54029846191406,0.683,9,0.68
Florida (29),27.897315979003906,-82.54029846191406,0.683,9,0.68
Florida (29),27.93169403076172,-82.54029846191406,0.683,9,0.68
Florida (29),27.96034049987793,-82.54029846191406,0.683,9,0.68
Florida (29),27.977529525756836,-82.56321716308594,0.683,9,0.68
Florida (29),27.988988876342773,-82.60332489013672,0.683,9,0.68
Florida (29),28.006175994873047,-82.620513916015625,0.683,9,0.68
Florida (29),28.017635345458984,-82.63770294189453,0.683,9,0.68
Florida (29),28.01190757751465,-82.65489196777344,0.683,9,0.68
Florida (29),28.01190757751465,-82.6606216430664,0.683,9,0.68
Florida (29),28.023366928100586,-82.67781066894531,0.683,9,0.68
Florida (29),28.04055404663086,-82.68354034423828,0.683,9,0.68
Florida (29),28.046283721923828,-82.69499969482422,0.683,9,0.68
Florida (29),28.04055404663086,-82.70072937011719,0.683,9,0.68
Florida (29),28.00044822692871,-82.70645904541016,0.683,9,0.68
Florida (29),27.977529525756836,-82.70645904541016,0.683,9,0.68
Florida (29),27.9660701751709,-82.71791076660156,0.683,9,0.68
Florida (29),27.96034049987793,-82.72937774658203,0.683,9,0.68
Florida (29),27.937421798706055,-82.72937774658203,0.683,9,0.68
Florida (29),27.93169403076172,-82.71791076660156,0.683,9,0.68
Florida (29),27.92023468017578,-82.67207336425781,0.683,9,0.68
Florida (29),27.891584396362305,-82.65489196777344,0.683,9,0.68
Florida (29),27.88585662841797,-82.63197326660156,0.683,9,0.68
Florida (29),27.87439727783203,-82.6262435913086,0.683,9,0.68
Florida (29),27.862937927246094,-82.63770294189453,0.683,9,0.68
Florida (29),27.857208251953125,-82.63770294189453,0.683,9,0.68
Florida (29),27.83428955078125,-82.63197326660156,0.683,9,0.68
Florida (29),27.805641174316406,-82.63197326660156,0.683,9,0.68
Florida (29),27.788454055786133,-82.63770294189453,0.683,9,0.68
Florida (29),27.776994705200195,-82.63770294189453,0.683,9,0.68
Florida (29),27.74834442138672,-82.63770294189453,0.683,9,0.68
Florida (29),27.725427627563477,-82.6434326171875,0.683,9,0.68
Florida (29),27.719697952270508,-82.6606216430664,0.683,9,0.68
Florida (29),27.719697952270508,-82.68354034423828,0.683,9,0.68
Florida (29),27.731157302856445,-82.69499969482422,0.683,9,0.68
Florida (29),27.742616653442383,-82.70072937011719,0.683,9,0.68
Florida (29),27.74834442138672,-82.71791076660156,0.683,9,0.68
Florida (29),27.75407600402832,-82.735107421875,0.683,9,0.68
Florida (29),27.765535354614258,-82.7522964477539,0.683,9,0.68
Florida (29),27.776994705200195,-82.75801849365234,0.683,9,0.68
Florida (29),27.83428955078125,-82.76948547363281,0.683,9,0.68
Florida (29),27.845748901367188,-82.77521514892578,0.683,9,0.68
Florida (29),27.851478576660156,-82.78667449951172,0.683,9,0.68
Florida (29),27.851478576660156,-82.8038558959961,0.683,9,0.68
Florida (29),27.83428955078125,-82.80958557128906,0.683,9,0.68
Florida (29),27.83428955078125,-82.82105255126953,0.683,9,0.68
Florida (29),27.84001922607422,-82.8267822265625,0.683,9,0.68
Florida (29),27.868667602539063,-82.843963623046875,0.683,9,0.68
Florida (29),27.903043746948242,-82.84969329833984,0.683,9,0.68
Florida (29),27.925962448120117,-82.84969329833984,0.683,9,0.68
Florida (29),27.96034049987793,-82.83251190185547,0.683,9,0.68
Florida (29),28.01190757751465,-82.8038558959961,0.683,9,0.68
Florida (29),28.052013397216797,-82.78667449951172,0.683,9,0.68
Florida (29),28.092121124267578,-82.78667449951172,0.683,9,0.68
Florida (29),28.12649917602539,-82.78667449951172,0.683,9,0.68
Florida (29),28.172334671020508,-82.798126220703125,0.683,9,0.68
Florida (29),28.189523696899414,-82.798126220703125,0.683,9,0.68
Florida (29),28.212440490722656,-82.77521514892578,0.683,9,0.68
Florida (29),28.269737243652344,-82.74083709716797,0.683,9,0.68
Florida (29),28.275466918945313,-82.735107421875,0.683,9,0.68
Florida (29),28.304115295410156,-82.72937774658203,0.683,9,0.68
Florida (29),28.344223022460938,-82.72937774658203,0.683,9,0.68
Florida (29),28.37287139892578,-82.71791076660156,0.683,9,0.68
Florida (29),28.395788192749023,-82.70645904541016,0.683,9,0.68
Florida (29),28.4187068939209,-82.70072937011719,0.683,9,0.68
Florida (29),28.441625595092773,-82.68354034423828,0.683,9,0.68
Florida (29),28.458812713623047,-82.67781066894531,0.683,9,0.68
Florida (29),28.476003646850586,-82.68927001953125,0.683,9,0.68
Florida (29),28.516109466552734,-82.67781066894531,0.683,9,0.68
Florida (29),28.527568817138672,-82.666351318359375,0.683,9,0.68
Florida (29),28.550485610961914,-82.6606216430664,0.683,9,0.68
Florida (29),28.584863662719727,-82.6606216430664,0.683,9,0.68
Florida (29),28.61924171447754,-82.67207336425781,0.683,9,0.68
Florida (29),28.642160415649414,-82.67207336425781,0.683,9,0.68
Florida (29),28.659347534179687,-82.666351318359375,0.683,9,0.68
Florida (29),28.670808792114258,-82.65489196777344,0.683,9,0.68
Florida (29),28.699453353881836,-82.63770294189453,0.683,9,0.68
Florida (29),28.716646194458008,-82.63770294189453,0.683,9,0.68
Florida (29),28.739564895629883,-82.65489196777344,0.683,9,0.68
Florida (29),28.756752014160156,-82.65489196777344,0.683,9,0.68
Florida (29),28.773941040039063,-82.6434326171875,0.683,9,0.68
Florida (29),28.785398483276367,-82.6434326171875,0.683,9,0.68
Florida (29),28.802587509155273,-82.6434326171875,0.683,9,0.68
Florida (29),28.808317184448242,-82.666351318359375,0.683,9,0.68
Florida (29),28.81404685974121,-82.68354034423828,0.683,9,0.68
Florida (29),28.82550621032715,-82.69499969482422,0.683,9,0.68
Florida (29),28.836965560913086,-82.69499969482422,0.683,9,0.68
Florida (29),28.842697143554687,-82.69499969482422,0.683,9,0.68
Florida (29),28.85988426208496,-82.68927001953125,0.683,9,0.68
Florida (29),28.865612030029297,-82.67781066894531,0.683,9,0.68
Florida (29),28.865612030029297,-82.65489196777344,0.683,9,0.68
Florida (29),28.865612030029297,-82.63770294189453,0.683,9,0.68
Florida (29),28.877073287963867,-82.6262435913086,0.683,9,0.68
Florida (29),28.888530731201172,-82.620513916015625,0.683,9,0.68
Florida (29),28.899991989135742,-82.63197326660156,0.683,9,0.68
Florida (29),28.922910690307617,-82.65489196777344,0.683,9,0.68
Florida (29),28.940099716186523,-82.69499969482422,0.683,9,0.68
Florida (29),28.957286834716797,-82.712188720703125,0.683,9,0.68
Florida (29),28.9687442779541,-82.72364807128906,0.683,9,0.68
Florida (29),28.997394561767578,-82.72364807128906,0.683,9,0.68
Florida (29),29.008852005004883,-82.735107421875,0.683,9,0.68
