state,lat,long,p_biden,group,p(biden)
Alabama (9),31.787696838378906,-85.13580322265625,0.049,1,0.05
Alabama (9),31.7762393951416,-85.13580322265625,0.049,1,0.05
Alabama (9),31.73040199279785,-85.13007354736328,0.049,1,0.05
Alabama (9),31.6845645904541,-85.11860656738281,0.049,1,0.05
Alabama (9),31.615812301635742,-85.07850646972656,0.049,1,0.05
Alabama (9),31.558517456054687,-85.061309814453125,0.049,1,0.05
Alabama (9),31.524137496948242,-85.061309814453125,0.049,1,0.05
Alabama (9),31.478300094604492,-85.08423614501953,0.049,1,0.05
Alabama (9),31.443923950195313,-85.08423614501953,0.049,1,0.05
Alabama (9),31.409547805786133,-85.09569549560547,0.049,1,0.05
Alabama (9),31.340791702270508,-85.09569549560547,0.049,1,0.05
Alabama (9),31.300683975219727,-85.1014175415039,0.049,1,0.05
Alabama (9),31.28349494934082,-85.12434387207031,0.049,1,0.05
Alabama (9),31.254846572875977,-85.12434387207031,0.049,1,0.05
Alabama (9),31.19182014465332,-85.11287689208984,0.049,1,0.05
Alabama (9),31.174633026123047,-85.11287689208984,0.049,1,0.05
Alabama (9),31.140256881713867,-85.0899658203125,0.049,1,0.05
Alabama (9),31.11160659790039,-85.04412841796875,0.049,1,0.05
Alabama (9),31.094419479370117,-85.03839874267578,0.049,1,0.05
Alabama (9),31.07723045349121,-85.03266906738281,0.049,1,0.05
Alabama (9),31.037124633789063,-85.03266906738281,0.049,1,0.05
Alabama (9),31.002748489379883,-85.0154800415039,0.049,1,0.05
Alabama (9),30.99701690673828,-85.0154800415039,0.049,1,0.05
Alabama (9),31.008474349975586,-85.49676513671875,0.049,1,0.05
Alabama (9),31.008474349975586,-85.5196762084961,0.049,1,0.05
Alabama (9),31.008474349975586,-86.04679870605469,0.049,1,0.05
Alabama (9),31.008474349975586,-86.20149993896484,0.049,1,0.05
Alabama (9),31.008474349975586,-86.39057159423828,0.049,1,0.05
Alabama (9),31.008474349975586,-86.70569610595703,0.049,1,0.05
Alabama (9),31.008474349975586,-86.79737091064453,0.049,1,0.05
Alabama (9),31.008474349975586,-87.18125915527344,0.049,1,0.05
Alabama (9),31.008474349975586,-87.6052474975586,0.049,1,0.05
Alabama (9),30.956911087036133,-87.6052474975586,0.049,1,0.05
Alabama (9),30.933992385864258,-87.61096954345703,0.049,1,0.05
Alabama (9),30.899616241455078,-87.63389587402344,0.049,1,0.05
Alabama (9),30.876697540283203,-87.6396255493164,0.049,1,0.05
Alabama (9),30.859508514404297,-87.63389587402344,0.049,1,0.05
Alabama (9),30.842317581176758,-87.61096954345703,0.049,1,0.05
Alabama (9),30.773563385009766,-87.5479507446289,0.049,1,0.05
Alabama (9),30.721996307373047,-87.49065399169922,0.049,1,0.05
Alabama (9),30.710538864135742,-87.462005615234375,0.049,1,0.05
Alabama (9),30.699077606201172,-87.45054626464844,0.049,1,0.05
Alabama (9),30.676158905029297,-87.4218978881836,0.049,1,0.05
Alabama (9),30.647512435913086,-87.41043853759766,0.049,1,0.05
Alabama (9),30.618864059448242,-87.41043853759766,0.049,1,0.05
Alabama (9),30.584487915039063,-87.43335723876953,0.049,1,0.05
Alabama (9),30.54438018798828,-87.462005615234375,0.049,1,0.05
Alabama (9),30.527193069458008,-87.46773529052734,0.049,1,0.05
Alabama (9),30.5100040435791,-87.462005615234375,0.049,1,0.05
Alabama (9),30.492813110351563,-87.44482421875,0.049,1,0.05
Alabama (9),30.458436965942383,-87.39898681640625,0.049,1,0.05
Alabama (9),30.446979522705078,-87.39325714111328,0.049,1,0.05
Alabama (9),30.429786682128906,-87.40471649169922,0.049,1,0.05
Alabama (9),30.429786682128906,-87.4218978881836,0.049,1,0.05
Alabama (9),30.424060821533203,-87.43909454345703,0.049,1,0.05
Alabama (9),30.4183292388916,-87.43909454345703,0.049,1,0.05
Alabama (9),30.401142120361328,-87.45054626464844,0.049,1,0.05
Alabama (9),30.389680862426758,-87.462005615234375,0.049,1,0.05
Arizona (11),35.01918029785156,-114.63739013671875,0.549,2,0.55
Arizona (11),35.10512161254883,-114.64312744140625,0.549,2,0.55
Arizona (11),35.122310638427734,-114.60301971435547,0.549,2,0.55
Arizona (11),35.17961120605469,-114.5743637084961,0.549,2,0.55
Arizona (11),35.23690414428711,-114.58583068847656,0.549,2,0.55
Arizona (11),35.28274154663086,-114.59728240966797,0.549,2,0.55
Arizona (11),35.35722732543945,-114.6087417602539,0.549,2,0.55
Arizona (11),35.408790588378906,-114.62593841552734,0.549,2,0.55
Arizona (11),35.454627990722656,-114.66604614257812,0.549,2,0.55
Arizona (11),35.500465393066406,-114.66030883789063,0.549,2,0.55
Arizona (11),35.54057312011719,-114.66604614257812,0.549,2,0.55
Arizona (11),35.60932922363281,-114.6717758178711,0.549,2,0.55
Arizona (11),35.666622161865234,-114.68323516845703,0.549,2,0.55
Arizona (11),35.712459564208984,-114.7004165649414,0.549,2,0.55
Arizona (11),35.79267501831055,-114.7004165649414,0.549,2,0.55
Arizona (11),35.88434600830078,-114.68895721435547,0.549,2,0.55
Arizona (11),35.912994384765625,-114.71187591552734,0.549,2,0.55
Arizona (11),35.958831787109375,-114.73480224609375,0.549,2,0.55
Arizona (11),36.01612854003906,-114.73480224609375,0.549,2,0.55
Arizona (11),36.06196594238281,-114.7577133178711,0.549,2,0.55
Arizona (11),36.10780334472656,-114.73480224609375,0.549,2,0.55
Arizona (11),36.119258880615234,-114.7004165649414,0.549,2,0.55
Arizona (11),36.14217758178711,-114.64312744140625,0.549,2,0.55
Arizona (11),36.15363693237305,-114.55718231201172,0.549,2,0.55
Arizona (11),36.13644790649414,-114.4884262084961,0.549,2,0.55
Arizona (11),36.13644790649414,-114.3967514038086,0.549,2,0.55
Arizona (11),36.113529205322266,-114.32799530029297,0.549,2,0.55
Arizona (11),36.044776916503906,-114.3108139038086,0.549,2,0.55
Arizona (11),36.027584075927734,-114.26497650146484,0.549,2,0.55
Arizona (11),36.02185821533203,-114.20194244384766,0.549,2,0.55
Arizona (11),36.03904724121094,-114.13892364501953,0.549,2,0.55
Arizona (11),36.09634017944336,-114.11600494384766,0.549,2,0.55
Arizona (11),36.13644790649414,-114.08162689208984,0.549,2,0.55
Arizona (11),36.210933685302734,-114.052978515625,0.549,2,0.55
Arizona (11),36.8411865234375,-114.04724884033203,0.549,2,0.55
Arizona (11),36.99588394165039,-114.04151916503906,0.549,2,0.55
Arizona (11),36.99588394165039,-113.82379913330078,0.549,2,0.55
Arizona (11),37.00161361694336,-113.53732299804687,0.549,2,0.55
Arizona (11),37.00161361694336,-113.27948760986328,0.549,2,0.55
Arizona (11),37.00161361694336,-113.00447082519531,0.549,2,0.55
Arizona (11),36.99588394165039,-112.90706634521484,0.549,2,0.55
Arizona (11),37.00161361694336,-112.72944641113281,0.549,2,0.55
Arizona (11),36.99588394165039,-112.54037475585937,0.549,2,0.55
Arizona (11),36.99588394165039,-112.41432189941406,0.549,2,0.55
Arizona (11),36.99588394165039,-112.20805358886719,0.549,2,0.55
Arizona (11),37.00161361694336,-111.95022583007812,0.549,2,0.55
Arizona (11),37.00161361694336,-111.6866683959961,0.549,2,0.55
Arizona (11),37.00161361694336,-111.4116439819336,0.549,2,0.55
Arizona (11),37.00161361694336,-111.3199691772461,0.549,2,0.55
Arizona (11),36.99588394165039,-111.25121307373047,0.549,2,0.55
Arizona (11),36.99588394165039,-111.12516021728516,0.549,2,0.55
Arizona (11),37.00161361694336,-110.84441375732422,0.549,2,0.55
Arizona (11),36.99588394165039,-110.75846862792969,0.549,2,0.55
Arizona (11),36.99588394165039,-110.68399047851562,0.549,2,0.55
Arizona (11),36.99588394165039,-110.54647827148437,0.549,2,0.55
Arizona (11),37.00161361694336,-110.30583190917969,0.549,2,0.55
Arizona (11),37.00161361694336,-110.08810424804687,0.549,2,0.55
Arizona (11),37.00161361694336,-110.00789642333984,0.549,2,0.55
Arizona (11),36.99588394165039,-109.93341064453125,0.549,2,0.55
Arizona (11),36.99588394165039,-109.71568298339844,0.549,2,0.55
Arizona (11),36.99588394165039,-109.41202545166016,0.549,2,0.55
Arizona (11),36.99588394165039,-109.1484603881836,0.549,2,0.55
Arizona (11),36.99588394165039,-109.03959655761719,0.549,2,0.55
Arizona (11),35.998939514160156,-109.04532623291016,0.549,2,0.55
Arizona (11),34.9504280090332,-109.05106353759766,0.549,2,0.55
Arizona (11),34.57227325439453,-109.05106353759766,0.549,2,0.55
Arizona (11),33.77586364746094,-109.0567855834961,0.549,2,0.55
Arizona (11),33.202903747558594,-109.05106353759766,0.549,2,0.55
Arizona (11),32.77891540527344,-109.0567855834961,0.549,2,0.55
Arizona (11),32.423683166503906,-109.0567855834961,0.549,2,0.55
Arizona (11),31.352251052856445,-109.0567855834961,0.549,2,0.55
Arizona (11),31.352251052856445,-109.23440551757812,0.549,2,0.55
Arizona (11),31.346521377563477,-109.62401580810547,0.549,2,0.55
Arizona (11),31.352251052856445,-109.9964370727539,0.549,2,0.55
Arizona (11),31.352251052856445,-110.35166931152344,0.549,2,0.55
Arizona (11),31.352251052856445,-110.47772216796875,0.549,2,0.55
Arizona (11),31.352251052856445,-110.63241577148437,0.549,2,0.55
Arizona (11),31.346521377563477,-110.98765563964844,0.549,2,0.55
Arizona (11),31.35797882080078,-111.11943054199219,0.549,2,0.55
Arizona (11),31.4152774810791,-111.29705047607422,0.549,2,0.55
Arizona (11),31.443923950195313,-111.38872528076172,0.549,2,0.55
Arizona (11),31.518409729003906,-111.62936401367187,0.549,2,0.55
Arizona (11),31.650188446044922,-112.03616333007812,0.549,2,0.55
Arizona (11),31.741863250732422,-112.32837677001953,0.549,2,0.55
Arizona (11),31.839265823364258,-112.66641998291016,0.549,2,0.55
Arizona (11),31.925209045410156,-112.92997741699219,0.549,2,0.55
Arizona (11),32.00542449951172,-113.18781280517578,0.549,2,0.55
Arizona (11),32.05698776245117,-113.34823608398437,0.549,2,0.55
Arizona (11),32.09709548950195,-113.46855926513672,0.549,2,0.55
Arizona (11),32.18877029418945,-113.74358367919922,0.549,2,0.55
Arizona (11),32.27471160888672,-114.03579711914062,0.549,2,0.55
Arizona (11),32.36065673828125,-114.31654357910156,0.549,2,0.55
Arizona (11),32.480979919433594,-114.7004165649414,0.549,2,0.55
Arizona (11),32.51535415649414,-114.80928039550781,0.549,2,0.55
Arizona (11),32.5783805847168,-114.79781341552734,0.549,2,0.55
Arizona (11),32.6700553894043,-114.76917266845703,0.549,2,0.55
Arizona (11),32.73308181762695,-114.73480224609375,0.549,2,0.55
Arizona (11),32.744537353515625,-114.68895721435547,0.549,2,0.55
Arizona (11),32.738807678222656,-114.65458679199219,0.549,2,0.55
Arizona (11),32.738807678222656,-114.59156036376953,0.549,2,0.55
Arizona (11),32.76172637939453,-114.55145263671875,0.549,2,0.55
Arizona (11),32.82475280761719,-114.5228042602539,0.549,2,0.55
Arizona (11),32.876319885253906,-114.47696685791016,0.549,2,0.55
Arizona (11),32.933616638183594,-114.47696685791016,0.549,2,0.55
Arizona (11),32.996639251708984,-114.48269653320313,0.549,2,0.55
Arizona (11),33.04247283935547,-114.53999328613281,0.549,2,0.55
Arizona (11),33.05393600463867,-114.66030883789063,0.549,2,0.55
Arizona (11),33.082584381103516,-114.7004165649414,0.549,2,0.55
Arizona (11),33.13414764404297,-114.71187591552734,0.549,2,0.55
Arizona (11),33.26593017578125,-114.68895721435547,0.549,2,0.55
Arizona (11),33.311763763427734,-114.74052429199219,0.549,2,0.55
Arizona (11),33.357601165771484,-114.71760559082031,0.549,2,0.55
Arizona (11),33.403438568115234,-114.72906494140625,0.549,2,0.55
Arizona (11),33.432090759277344,-114.68895721435547,0.549,2,0.55
Arizona (11),33.45500564575195,-114.64884948730469,0.549,2,0.55
Arizona (11),33.4836540222168,-114.63739013671875,0.549,2,0.55
Arizona (11),33.5008430480957,-114.6087417602539,0.549,2,0.55
Arizona (11),33.52949142456055,-114.62020111083984,0.549,2,0.55
Arizona (11),33.54668045043945,-114.56864166259766,0.549,2,0.55
Arizona (11),33.5753288269043,-114.55718231201172,0.549,2,0.55
Arizona (11),33.63262176513672,-114.52853393554687,0.549,2,0.55
Arizona (11),33.695648193359375,-114.53999328613281,0.549,2,0.55
Arizona (11),33.73002624511719,-114.5228042602539,0.549,2,0.55
Arizona (11),33.781593322753906,-114.53999328613281,0.549,2,0.55
Arizona (11),33.92483139038086,-114.53999328613281,0.549,2,0.55
Arizona (11),33.96493911743164,-114.51707458496094,0.549,2,0.55
Arizona (11),33.99931716918945,-114.45404815673828,0.549,2,0.55
Arizona (11),34.016502380371094,-114.47123718261719,0.549,2,0.55
Arizona (11),34.03942108154297,-114.44831848144531,0.549,2,0.55
Arizona (11),34.07952880859375,-114.41967010498047,0.549,2,0.55
Arizona (11),34.11390686035156,-114.3967514038086,0.549,2,0.55
Arizona (11),34.15401077270508,-114.29934692382812,0.549,2,0.55
Arizona (11),34.19984817504883,-114.23059844970703,0.549,2,0.55
Arizona (11),34.24568557739258,-114.19049072265625,0.549,2,0.55
Arizona (11),34.262874603271484,-114.13319396972656,0.549,2,0.55
Arizona (11),34.2972526550293,-114.13892364501953,0.549,2,0.55
Arizona (11),34.33736038208008,-114.16756439208984,0.549,2,0.55
Arizona (11),34.423301696777344,-114.28788757324219,0.549,2,0.55
Arizona (11),34.469139099121094,-114.37383270263672,0.549,2,0.55
Arizona (11),34.58946228027344,-114.4024887084961,0.549,2,0.55
Arizona (11),34.61238098144531,-114.41967010498047,0.549,2,0.55
Arizona (11),34.709781646728516,-114.44831848144531,0.549,2,0.55
Arizona (11),34.807186126708984,-114.5743637084961,0.549,2,0.55
Arizona (11),34.83583450317383,-114.55145263671875,0.549,2,0.55
Arizona (11),34.847293853759766,-114.54572296142578,0.549,2,0.55
Arizona (11),34.86448287963867,-114.56864166259766,0.549,2,0.55
Arizona (11),34.88740158081055,-114.6087417602539,0.549,2,0.55
Arizona (11),34.961883544921875,-114.63166809082031,0.549,2,0.55
Arizona (11),35.01918029785156,-114.63739013671875,0.549,2,0.55
Arkansas (6),33.036746978759766,-94.051025390625,0.057,3,0.06
Arkansas (6),33.30030822753906,-94.051025390625,0.057,3,0.06
Arkansas (6),33.5753288269043,-94.05675506591797,0.057,3,0.06
Arkansas (6),33.58678436279297,-94.07966613769531,0.057,3,0.06
Arkansas (6),33.598243713378906,-94.09112548828125,0.057,3,0.06
Arkansas (6),33.5925178527832,-94.1197738647461,0.057,3,0.06
Arkansas (6),33.58678436279297,-94.14842987060547,0.057,3,0.06
Arkansas (6),33.58678436279297,-94.15415954589844,0.057,3,0.06
Arkansas (6),33.609703063964844,-94.18853759765625,0.057,3,0.06
Arkansas (6),33.61543655395508,-94.205718994140625,0.057,3,0.06
Arkansas (6),33.609703063964844,-94.22290802001953,0.057,3,0.06
Arkansas (6),33.598243713378906,-94.2286376953125,0.057,3,0.06
Arkansas (6),33.5753288269043,-94.24009704589844,0.057,3,0.06
Arkansas (6),33.58678436279297,-94.26301574707031,0.057,3,0.06
Arkansas (6),33.58678436279297,-94.28020477294922,0.057,3,0.06
Arkansas (6),33.5753288269043,-94.297393798828125,0.057,3,0.06
Arkansas (6),33.56959915161133,-94.30885314941406,0.057,3,0.06
Arkansas (6),33.5753288269043,-94.36614990234375,0.057,3,0.06
Arkansas (6),33.56959915161133,-94.40052795410156,0.057,3,0.06
Arkansas (6),33.5753288269043,-94.40625,0.057,3,0.06
Arkansas (6),33.598243713378906,-94.42344665527344,0.057,3,0.06
Arkansas (6),33.598243713378906,-94.45208740234375,0.057,3,0.06
Arkansas (6),33.61543655395508,-94.46355438232422,0.057,3,0.06
Arkansas (6),33.63262176513672,-94.47501373291016,0.057,3,0.06
Arkansas (6),33.655540466308594,-94.480743408203125,0.057,3,0.06
Arkansas (6),33.66699981689453,-94.4979248046875,0.057,3,0.06
Arkansas (6),33.67845916748047,-94.49219512939453,0.057,3,0.06
Arkansas (6),33.96493911743164,-94.49219512939453,0.057,3,0.06
Arkansas (6),34.21131134033203,-94.48646545410156,0.057,3,0.06
Arkansas (6),34.53216552734375,-94.480743408203125,0.057,3,0.06
Arkansas (6),34.74989318847656,-94.46928405761719,0.057,3,0.06
Arkansas (6),34.98480224609375,-94.45782470703125,0.057,3,0.06
Arkansas (6),35.39733123779297,-94.44063568115234,0.057,3,0.06
Arkansas (6),35.44316864013672,-94.44635772705078,0.057,3,0.06
Arkansas (6),35.65516662597656,-94.480743408203125,0.057,3,0.06
Arkansas (6),35.7640266418457,-94.503662109375,0.057,3,0.06
Arkansas (6),36.113529205322266,-94.56095886230469,0.057,3,0.06
Arkansas (6),36.17655563354492,-94.5724105834961,0.057,3,0.06
Arkansas (6),36.50886917114258,-94.62397766113281,0.057,3,0.06
Arkansas (6),36.50313949584961,-94.08539581298828,0.057,3,0.06
Arkansas (6),36.497413635253906,-94.07966613769531,0.057,3,0.06
Arkansas (6),36.50313949584961,-93.890594482421875,0.057,3,0.06
Arkansas (6),36.497413635253906,-93.87340545654297,0.057,3,0.06
Arkansas (6),36.50313949584961,-93.598388671875,0.057,3,0.06
Arkansas (6),36.497413635253906,-93.5926513671875,0.057,3,0.06
Arkansas (6),36.50313949584961,-93.33482360839844,0.057,3,0.06
Arkansas (6),36.497413635253906,-93.3233642578125,0.057,3,0.06
Arkansas (6),36.50313949584961,-93.3061752319336,0.057,3,0.06
Arkansas (6),36.497413635253906,-93.300445556640625,0.057,3,0.06
Arkansas (6),36.50313949584961,-92.847808837890625,0.057,3,0.06
Arkansas (6),36.50313949584961,-92.84207916259766,0.057,3,0.06
Arkansas (6),36.50313949584961,-92.77332305908203,0.057,3,0.06
Arkansas (6),36.50313949584961,-92.76759338378906,0.057,3,0.06
Arkansas (6),36.50313949584961,-92.54987335205078,0.057,3,0.06
Arkansas (6),36.497413635253906,-92.16026306152344,0.057,3,0.06
Arkansas (6),36.497413635253906,-92.1316146850586,0.057,3,0.06
Arkansas (6),36.50313949584961,-91.673248291015625,0.057,3,0.06
