"V1","V2","V3"
0.0195244390415759,0.0446365187904485,-0.0646085770579473
-0.0251072191090713,0.050469450693056,-0.0313397645725559
0.0150718653145096,0.0265542916680891,-0.0456975888925415
-0.00556915943021655,0.052035432740949,-0.0454966269554899
0.0445640132651158,0.00557825966402152,-0.0496665249903737
0.0238285135363636,0.0149722349311641,-0.0374199659544404
0.0367222363089649,0.0127901401286728,-0.0479300256019633
0.0334532780155965,0.0168618076278367,-0.0566761480040748
0.0135421464092305,0.0265179541951732,-0.0384396770745694
0.00775222901902377,0.0257764285138638,-0.0344880466882042
0.0766592980359787,-0.00808754269474208,-0.0732677945474068
0.0109348486097559,0.0564086585369504,-0.0725156717108119
0.0296102260405986,0.0167460425319217,-0.0497084719094498
0.022153160009441,0.0199604380522897,-0.0430287075319849
0.0212964876051254,0.0322425503543996,-0.0524338866385824
0.0101145278566084,0.0324572488500762,-0.046430958074345
0.00676319238122511,0.0376306215913295,-0.0481254577604611
0.0305085080873711,0.058161457924664,-0.0862250489671988
0.0280068397025498,0.024438709396279,-0.0533378484122586
0.0219674475143182,0.01804875423772,-0.0413355165847176
0.0373541980850187,0.00817457736110634,-0.0432024628495166
0.0338045588004607,0.0209022794216772,-0.0519293685979472
0.0184076093496911,0.0285491598520814,-0.0463926437189843
0.0147725425499452,0.0525294362810141,-0.0713752145172732
0.00898674768324328,0.0264842459725402,-0.0375747021482365
0.0145033065720417,0.0343119947177482,-0.0477769551591581
7.5355166245655e-05,0.0411939866759926,-0.0415910367637062
0.0305757832042687,0.00224367663021793,-0.0346844375051893
0.0230708646659666,0.0313544214825701,-0.0541702019947149
0.0413077809140989,0.0259711413355752,-0.0635660238411718
0.0274964856165308,0.00689653567256698,-0.0321592243501561
0.0376792673339225,0.0134253574865978,-0.0525419251080668
0.00139908228698667,0.0370989056933044,-0.0375918790812209
-0.00592860492507709,0.0734580542326386,-0.0699308113642438
0.0140590696128096,0.0195391444313506,-0.0340404658862094
0.0030159325952797,0.0472956469092032,-0.0539934165388555
0.0237655929328112,0.0172744292841396,-0.0435250861806017
0.0229716420064474,0.0197001184417614,-0.0435180958072962
0.0640846441555223,0.00992438528879874,-0.0713319350157881
0.00972274687853415,0.0354935016403009,-0.0470830344510575
0.0109783092616864,0.062790466016645,-0.0721182153797306
-0.00592993900218569,0.038355409949037,-0.0376414101495351
0.0168045249001253,0.0238409756222306,-0.0404437780310807
0.0113484139164578,0.0452873837253235,-0.060628601330504
0.0405425774937509,0.0212869290898389,-0.0617290384772799
0.0188796679156903,0.0207108676929583,-0.0405493056102903
0.0235448621179674,0.0059659368374092,-0.0307638101593946
0.00128741820338515,0.0567968018875344,-0.065715980384863
0.0280888990481604,0.0185952342873755,-0.0484671579147154
-0.00334272351996845,0.0396780628494295,-0.0438887374137132
0.0294548241086574,0.0132765420558084,-0.0420189774359822
